"키","적용지역","상위지역","하위지역","상태","위도","경도","표시주소","조회문구"
"청주|청원구|내덕동","청주","청원구","내덕동","OK","36.6621086","127.4849291","충청북도 학생 수영장, 공항로43번길, 내덕동, 청원구, 청주시, 충청북도, 28481, 대한민국","충청북도 청주시 청원구 내덕동 대한민국"
"청주|청원구|내수읍","청주","청원구","내수읍","NOT_FOUND","","","","충청북도 청주시 청원구 내수읍 대한민국"
"청주|청원구|북이면","청주","청원구","북이면","NOT_FOUND","","","","충청북도 청주시 청원구 북이면 대한민국"
"청주|청원구|오근장동","청주","청원구","오근장동","NOT_FOUND","","","","충청북도 청주시 청원구 오근장동 대한민국"
"청주|청원구|오창읍","청주","청원구","오창읍","NOT_FOUND","","","","충청북도 청주시 청원구 오창읍 대한민국"
"청주|청원구|우암동","청주","청원구","우암동","NOT_FOUND","","","","충청북도 청주시 청원구 우암동 대한민국"
"청주|청원구|율량.사천동","청주","청원구","율량.사천동","OK","36.6690839","127.4652482","충청북도 곰두리 체육관, 무심동로, 사천동, 율량·사천동, 청원구, 청주시, 충청북도, 28292, 대한민국","충청북도 청주시 청원구 율량.사천동 대한민국"
"청주|흥덕구|가경동","청주","흥덕구","가경동","OK","36.6200658","127.4341467","가경동, 흥덕구, 청주시, 충청북도, 28378, 대한민국","가경동 청주시 흥덕구"
"청주|흥덕구|강내면","청주","흥덕구","강내면","NOT_FOUND","","","","충청북도 청주시 흥덕구 강내면 대한민국"
"청주|흥덕구|강서동","청주","흥덕구","강서동","OK","36.6184548","127.4202640","강서동, 흥덕구, 청주시, 충청북도, 28375, 대한민국","강서동 청주시 흥덕구"
"청주|흥덕구|복대동","청주","흥덕구","복대동","NOT_FOUND","","","","충청북도 청주시 흥덕구 복대동 대한민국"
"청주|흥덕구|봉명2.송정동","청주","흥덕구","봉명2.송정동","OK","36.6394695","127.4394616","충청북도 종합사회복지센터, 공단로, 송정동, 봉명2·송정동, 흥덕구, 청주시, 충청북도, 25853, 대한민국","충청북도 청주시 흥덕구 봉명2.송정동 대한민국"
"청주|흥덕구|봉명동","청주","흥덕구","봉명동","OK","36.6471584","127.4585429","봉명동, 봉명2·송정동, 흥덕구, 청주시, 충청북도, 28452, 대한민국","봉명동 청주시 흥덕구"
"청주|흥덕구|오송읍","청주","흥덕구","오송읍","NOT_FOUND","","","","충청북도 청주시 흥덕구 오송읍 대한민국"
"청주|흥덕구|옥산면","청주","흥덕구","옥산면","OK","36.6605354","127.3516872","박훈신도비 - 충청북도 유형문화제 제181호, 환희1길, 옥산면, 흥덕구, 청주시, 충청북도, 28102, 대한민국","충청북도 청주시 흥덕구 옥산면 대한민국"
"청주|흥덕구|운천.신봉동","청주","흥덕구","운천.신봉동","NOT_FOUND","","","","충청북도 청주시 흥덕구 운천.신봉동 대한민국"
