"업체명","적용지역","광역지역","상위지역","하위지역","검색문구","위도","경도","지오코딩상태","검색결과주소"
"한국미인테라피","경기","경기","용인시-기흥구","기흥동","대한민국 경기도 용인시 기흥구 기흥동","37.2314789","127.1155335","OK","기흥동 행정복지센터, 12-14, 고매로43번길, 공세동, 기흥구, 용인시, 경기도, 17085, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","동백동","대한민국 경기도 용인시 기흥구 동백동","37.2857563","127.1594247","OK","동백동, 기흥구, 용인시, 경기도, 17000, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","마북동","대한민국 경기도 용인시 기흥구 마북동","37.3003279","127.1170325","OK","마북동, 기흥구, 용인시, 경기도, 16909, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","보라동","대한민국 경기도 용인시 기흥구 보라동","37.2527118","127.1143984","OK","보라동, 기흥구, 용인시, 경기도, 17079, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","보정동","대한민국 경기도 용인시 기흥구 보정동","37.3185389","127.1156843","OK","보정동, 기흥구, 용인시, 경기도, 16898, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","상갈동","대한민국 경기도 용인시 기흥구 상갈동","37.2649800","127.1147000","OK","상갈동, 기흥구, 용인시, 경기도, 17068, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","상하동","대한민국 경기도 용인시 기흥구 상하동","37.2636069","127.1400337","OK","상하동, 기흥구, 용인시, 경기도, 17070, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","서농동","대한민국 경기도 용인시 기흥구 서농동","37.2380035","127.0682692","OK","서농동 행정복지센터, 79, 서천서로, 서천동, 기흥구, 용인시, 경기도, 17109, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","신갈동","대한민국 경기도 용인시 기흥구 신갈동","37.2784708","127.1023373","OK","신갈동, 기흥구, 용인시, 경기도, 16969, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","영덕동","대한민국 경기도 용인시 기흥구 영덕동","37.2730290","127.0812559","OK","영덕동, 기흥구, 용인시, 경기도, 16950, 대한민국"
"한국미인테라피","경기","경기","용인시-수지구","동천동","대한민국 경기도 용인시 수지구 동천동","37.3403800","127.0856400","OK","동천동, 신봉동, 수지구, 용인시, 경기도, 16822, 대한민국"
"한국미인테라피","경기","경기","용인시-수지구","상현동","대한민국 경기도 용인시 수지구 상현동","37.3031800","127.0770400","OK","상현동, 신봉동, 수지구, 용인시, 경기도, 16862, 대한민국"
"한국미인테라피","경기","경기","용인시-수지구","성복동","대한민국 경기도 용인시 수지구 성복동","37.3160035","127.0710645","OK","성복동 수호수 느티나무, 신봉동, 수지구, 용인시, 경기도, 대한민국"
"한국미인테라피","경기","경기","용인시-수지구","신봉동","대한민국 경기도 용인시 수지구 신봉동","37.3206926","127.0833645","OK","신봉동, 수지구, 용인시, 경기도, 16845, 대한민국"
"한국미인테라피","경기","경기","용인시-수지구","죽전동","대한민국 경기도 용인시 수지구 죽전동","37.3292000","127.1163100","OK","죽전동, 신봉동, 수지구, 용인시, 경기도, 16872, 대한민국"
"한국미인테라피","경기","경기","용인시-수지구","풍덕천동","대한민국 경기도 용인시 수지구 풍덕천동","37.3239700","127.0949500","OK","풍덕천동, 신봉동, 수지구, 용인시, 경기도, 16837, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","남사읍","대한민국 경기도 용인시 처인구 남사읍","37.1157224","127.1504900","OK","남사읍 행정복지센터, 22, 봉무로15번길, 처인구, 용인시, 경기도, 17118, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","동부동","대한민국 경기도 용인시 처인구 동부동","37.2328948","127.2191825","OK","동부동 행정복지센터, 1574, 중부대로, 마평동, 처인구, 용인시, 경기도, 17144, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","모현읍","대한민국 경기도 용인시 처인구 모현읍","37.3297000","127.2170300","OK","모현읍, 처인구, 용인시, 경기도, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","백암면","대한민국 경기도 용인시 처인구 백암면","37.1634125","127.3754054","OK","백암면 행정복지센터, 189, 백암로, 처인구, 용인시, 경기도, 17178, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","삼가동","대한민국 경기도 용인시 처인구 삼가동","37.2406000","127.1660600","OK","삼가동, 처인구, 용인시, 경기도, 17091, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","양지읍","대한민국 경기도 용인시 처인구 양지읍","37.2354917","127.2798585","OK","양지읍 행정복지센터, 5, 양지로105번길, 처인구, 용인시, 경기도, 17158, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","역북동","대한민국 경기도 용인시 처인구 역북동","37.2357419","127.1886075","OK","역북동, 처인구, 용인시, 경기도, 17055, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","원삼면","대한민국 경기도 용인시 처인구 원삼면","37.1665125","127.3133844","OK","원삼면 행정복지센터, 64, 원양로, 용인 반도체클러스터 일반산업단지, 처인구, 용인시, 경기도, 17168, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","유림동","대한민국 경기도 용인시 처인구 유림동","37.2573755","127.2125964","OK","유림동.방축, 백옥대로, 유방동, 처인구, 용인시, 경기도, 17041, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","이동읍","대한민국 경기도 용인시 처인구 이동읍","37.1411028","127.1962022","OK","이동읍 행정복지센터, 673, 경기동로, 처인구, 용인시, 경기도, 17136, 대한민국"
"한국미인테라피","경기","경기","용인시-처인구","중앙동","대한민국 경기도 용인시 처인구 중앙동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","용인시-처인구","포곡읍","대한민국 경기도 용인시 처인구 포곡읍","37.2778094","127.2308608","OK","포곡읍 행정복지센터, 258, 포곡로, 처인구, 용인시, 경기도, 17028, 대한민국"
"한국미인테라피","경기","경기","의왕시","고천동","대한민국 경기도 의왕시 고천동","37.3414144","126.9872221","OK","고천동, 의왕시, 경기도, 대한민국"
"한국미인테라피","경기","경기","의왕시","내손동","대한민국 경기도 의왕시 내손동","37.3821161","126.9790943","OK","내손동, 내손2동, 의왕시, 경기도, 16031, 대한민국"
"한국미인테라피","경기","경기","의왕시","부곡동","대한민국 경기도 의왕시 부곡동","37.3237611","126.9568136","OK","부곡동, 의왕시, 경기도, 대한민국"
"한국미인테라피","경기","경기","의왕시","오전동","대한민국 경기도 의왕시 오전동","37.3610269","126.9826253","OK","오전동, 의왕시, 경기도, 대한민국"
"한국미인테라피","경기","경기","의왕시","청계동","대한민국 경기도 의왕시 청계동","37.3843639","127.0117299","OK","청계동, 의왕시, 경기도, 대한민국"
"한국미인테라피","경기","경기","의정부시","가능동","대한민국 경기도 의정부시 가능동","37.7495468","127.0322159","OK","가능동, 의정부시, 경기도, 대한민국"
"한국미인테라피","경기","경기","의정부시","고산동","대한민국 경기도 의정부시 고산동","37.7314300","127.1043300","OK","고산동, 의정부시, 경기도, 11801, 대한민국"
"한국미인테라피","경기","경기","의정부시","녹양동","대한민국 경기도 의정부시 녹양동","37.7632835","127.0341847","OK","녹양동, 의정부시, 경기도, 대한민국"
"한국미인테라피","경기","경기","의정부시","송산동","대한민국 경기도 의정부시 송산동","37.7199369","127.1017226","OK","고산동.빼뻘, 송산로, 용현동, 의정부시, 경기도, 11799, 대한민국"
"한국미인테라피","경기","경기","의정부시","신곡동","대한민국 경기도 의정부시 신곡동","37.7374524","127.0600135","OK","신곡동, 신곡2동, 의정부시, 경기도, 11747, 대한민국"
"한국미인테라피","경기","경기","의정부시","의정부동","대한민국 경기도 의정부시 의정부동","37.7393544","127.0464579","OK","의정부동, 의정부1동, 의정부시, 경기도, 11696, 대한민국"
"한국미인테라피","경기","경기","의정부시","자금동","대한민국 경기도 의정부시 자금동","37.7620045","127.0816396","OK","자금동, 의정부시, 경기도, 대한민국"
"한국미인테라피","경기","경기","의정부시","장암동","대한민국 경기도 의정부시 장암동","37.7069742","127.0617178","OK","장암동, 의정부시, 경기도, 대한민국"
"한국미인테라피","경기","경기","의정부시","호원동","대한민국 경기도 의정부시 호원동","37.7174363","127.0396935","OK","호원동, 호원1동, 의정부시, 경기도, 11641, 대한민국"
"한국미인테라피","경기","경기","의정부시","흥선동","대한민국 경기도 의정부시 흥선동","37.7365815","127.0174955","OK","흥선동, 의정부시, 경기도, 대한민국"
"한국미인테라피","경기","경기","이천시","관고동","대한민국 경기도 이천시 관고동","37.2865789","127.4204930","OK","관고동, 이천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","이천시","대월면","대한민국 경기도 이천시 대월면","37.2144300","127.5004400","OK","대월면, 이천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","이천시","마장면","대한민국 경기도 이천시 마장면","37.2497263","127.3634125","OK","마장면, 이천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","이천시","모가면","대한민국 경기도 이천시 모가면","37.1730510","127.4662734","OK","모가면, 이천시, 경기도, 17408, 대한민국"
"한국미인테라피","경기","경기","이천시","백사면","대한민국 경기도 이천시 백사면","37.3244400","127.4862800","OK","백사면, 이천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","이천시","부발읍","대한민국 경기도 이천시 부발읍","37.2834010","127.4872796","OK","부발읍, 이천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","이천시","설성면","대한민국 경기도 이천시 설성면","37.1401200","127.5247100","OK","설성면, 이천시, 경기도, 17411, 대한민국"
"한국미인테라피","경기","경기","이천시","신둔면","대한민국 경기도 이천시 신둔면","37.3105300","127.4072900","OK","신둔면, 이천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","이천시","율면","대한민국 경기도 이천시 율면","37.0937144","127.5482665","OK","율면, 이천시, 경기도, 17423, 대한민국"
"한국미인테라피","경기","경기","이천시","장호원읍","대한민국 경기도 이천시 장호원읍","37.1318100","127.5969800","OK","장호원읍, 이천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","이천시","중리동","대한민국 경기도 이천시 중리동","37.2380787","127.4588829","OK","중리동, 이천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","이천시","증포동","대한민국 경기도 이천시 증포동","37.2886953","127.4558688","OK","증포동, 이천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","이천시","창전동","대한민국 경기도 이천시 창전동","37.2830213","127.4473830","OK","창전동, 이천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","이천시","호법면","대한민국 경기도 이천시 호법면","37.2170000","127.4184300","OK","호법면, 이천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","파주시","광탄면","대한민국 경기도 파주시 광탄면","37.7797029","126.8821362","OK","광탄면, 파주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","파주시","교하동","대한민국 경기도 파주시 교하동","37.7260940","126.7019257","OK","교하동, 파주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","파주시","금촌동","대한민국 경기도 파주시 금촌동","37.7584627","126.7697535","OK","금촌동, 금촌1동, 파주시, 경기도, 10926, 대한민국"
"한국미인테라피","경기","경기","파주시","문산읍","대한민국 경기도 파주시 문산읍","37.8637399","126.7819766","OK","문산읍, 파주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","파주시","법원읍","대한민국 경기도 파주시 법원읍","37.8656000","126.8905700","OK","법원읍, 파주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","파주시","운정동","대한민국 경기도 파주시 운정동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","파주시","월롱면","대한민국 경기도 파주시 월롱면","37.7978400","126.7909200","OK","월롱면, 파주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","파주시","장단면","대한민국 경기도 파주시 장단면","37.8769367","126.7123046","OK","장단면, 파주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","파주시","적성면","대한민국 경기도 파주시 적성면","37.9661500","126.9245393","OK","적성면, 파주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","파주시","조리읍","대한민국 경기도 파주시 조리읍","37.7532481","126.8140871","OK","조리읍, 파주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","파주시","탄현면","대한민국 경기도 파주시 탄현면","37.8091900","126.7101500","OK","탄현면, 파주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","파주시","파주읍","대한민국 경기도 파주시 파주읍","37.8292632","126.8164928","OK","파주읍, 파주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","파주시","파평면","대한민국 경기도 파주시 파평면","37.9141511","126.8527670","OK","파평면, 파주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","평택시","고덕동","대한민국 경기도 평택시 고덕동","37.0480854","127.0363555","OK","고덕동, 평택시, 경기도, 18007, 대한민국"
"한국미인테라피","경기","경기","평택시","고덕면","대한민국 경기도 평택시 고덕면","37.0334835","127.0132264","OK","고덕면, 평택시, 경기도, 18021, 대한민국"
"한국미인테라피","경기","경기","평택시","동삭동","대한민국 경기도 평택시 동삭동","37.0152300","127.0998600","OK","동삭동, 평택시, 경기도, 17848, 대한민국"
"한국미인테라피","경기","경기","평택시","비전동","대한민국 경기도 평택시 비전동","37.0008941","127.1007780","OK","비전동, 평택시, 경기도, 17851, 대한민국"
"한국미인테라피","경기","경기","평택시","서정동","대한민국 경기도 평택시 서정동","37.0678815","127.0546499","OK","서정동, 송탄, 당현리, 평택시, 경기도, 17772, 대한민국"
"한국미인테라피","경기","경기","평택시","서탄면","대한민국 경기도 평택시 서탄면","37.1088408","127.0277445","OK","서탄면, 평택시, 경기도, 17704, 대한민국"
"한국미인테라피","경기","경기","평택시","세교동","대한민국 경기도 평택시 세교동","37.0061508","127.0834733","OK","세교동, 평택시, 경기도, 17835, 대한민국"
"한국미인테라피","경기","경기","평택시","송북동","대한민국 경기도 평택시 송북동","37.0816418","127.0602516","OK","송북동 행정복지센터, 113, 지산2로, 독곡동, 송탄, 신리, 평택시, 경기도, 17756, 대한민국"
"한국미인테라피","경기","경기","평택시","송탄동","대한민국 경기도 평택시 송탄동","37.0444047","127.0948511","OK","송탄동 행정복지센터, 117, 방여울로, 가재동, 평택시, 경기도, 17742, 대한민국"
"한국미인테라피","경기","경기","평택시","신장동","대한민국 경기도 평택시 신장동","37.0816300","127.0495700","OK","신장동, 송탄, 당현리, 평택시, 경기도, 17758, 대한민국"
"한국미인테라피","경기","경기","평택시","신평동","대한민국 경기도 평택시 신평동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","평택시","안중읍","대한민국 경기도 평택시 안중읍","36.9871501","126.9271689","OK","안중읍, 평택시, 경기도, 17936, 대한민국"
"한국미인테라피","경기","경기","평택시","오성면","대한민국 경기도 평택시 오성면","37.0102258","126.9842484","OK","오성면, 평택시, 경기도, 17819, 대한민국"
"한국미인테라피","경기","경기","평택시","용이동","대한민국 경기도 평택시 용이동","37.0000400","127.1421400","OK","용이동, 평택시, 경기도, 17867, 대한민국"
"한국미인테라피","경기","경기","평택시","원평동","대한민국 경기도 평택시 원평동","36.9892586","127.0804766","OK","원평동 행정복지센터, 9, 원평2로, 통복동, 신궁리, 평택시, 경기도, 17921, 대한민국"
"한국미인테라피","경기","경기","평택시","중앙동","대한민국 경기도 평택시 중앙동","37.0553622","127.0560079","OK","중앙동 행정복지센터, 16, 서정역로, 장당동, 송탄, 고덕동, 평택시, 경기도, 17783, 대한민국"
"한국미인테라피","경기","경기","평택시","지산동","대한민국 경기도 평택시 지산동","37.0787341","127.0672852","OK","지산동, 송탄, 진위면, 평택시, 경기도, 17727, 대한민국"
"한국미인테라피","경기","경기","평택시","진위면","대한민국 경기도 평택시 진위면","37.1088700","127.0840700","OK","진위면, 평택시, 경기도, 17712, 대한민국"
"한국미인테라피","경기","경기","평택시","청북읍","대한민국 경기도 평택시 청북읍","37.0392736","126.9330358","OK","청북읍, 평택시, 경기도, 17812, 대한민국"
"한국미인테라피","경기","경기","평택시","통복동","대한민국 경기도 평택시 통복동","36.9896300","127.0777500","OK","통복동, 신궁리, 평택시, 경기도, 17921, 대한민국"
"한국미인테라피","경기","경기","평택시","팽성읍","대한민국 경기도 평택시 팽성읍","36.9612668","127.0439500","OK","팽성읍, 평택시, 경기도, 17982, 대한민국"
"한국미인테라피","경기","경기","평택시","포승읍","대한민국 경기도 평택시 포승읍","36.9808400","126.8653400","OK","포승읍, 평택시, 경기도, 17965, 대한민국"
"한국미인테라피","경기","경기","평택시","현덕면","대한민국 경기도 평택시 현덕면","36.9483725","126.9237016","OK","현덕면, 평택시, 경기도, 17946, 대한민국"
"한국미인테라피","경기","경기","포천시","가산면","대한민국 경기도 포천시 가산면","37.8359533","127.1919212","OK","가산면, 포천시, 경기도, 11164, 대한민국"
"한국미인테라피","경기","경기","포천시","관인면","대한민국 경기도 포천시 관인면","38.1370600","127.2397700","OK","관인면, 포천시, 경기도, 11101, 대한민국"
"한국미인테라피","경기","경기","포천시","군내면","대한민국 경기도 포천시 군내면","37.8772300","127.2219800","OK","군내면, 포천시, 경기도, 11155, 대한민국"
"한국미인테라피","경기","경기","포천시","내촌면","대한민국 경기도 포천시 내촌면","37.7981539","127.2341011","OK","내촌면, 포천시, 경기도, 11189, 대한민국"
"한국미인테라피","경기","경기","포천시","선단동","대한민국 경기도 포천시 선단동","37.8642666","127.1466017","OK","선단동, 포천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","포천시","소흘읍","대한민국 경기도 포천시 소흘읍","37.8039536","127.1496410","OK","소흘읍, 포천시, 경기도, 11182, 대한민국"
"한국미인테라피","경기","경기","포천시","신북면","대한민국 경기도 포천시 신북면","37.9456000","127.1783800","OK","신북면, 포천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","포천시","영북면","대한민국 경기도 포천시 영북면","38.0769600","127.2746200","OK","영북면, 포천시, 경기도, 11107, 대한민국"
"한국미인테라피","경기","경기","포천시","영중면","대한민국 경기도 포천시 영중면","38.0061106","127.2444728","OK","영중면, 포천시, 경기도, 11129, 대한민국"
"한국미인테라피","경기","경기","포천시","이동면","대한민국 경기도 포천시 이동면","38.0387563","127.3658983","OK","이동면, 포천시, 경기도, 11113, 대한민국"
"한국미인테라피","경기","경기","포천시","일동면","대한민국 경기도 포천시 일동면","37.9599732","127.3215602","OK","일동면, 포천시, 경기도, 11116, 대한민국"
"한국미인테라피","경기","경기","포천시","창수면","대한민국 경기도 포천시 창수면","38.0202500","127.1755700","OK","창수면, 포천시, 경기도, 11134, 대한민국"
"한국미인테라피","경기","경기","포천시","포천동","대한민국 경기도 포천시 포천동","37.8915944","127.1801797","OK","포천동, 포천시, 경기도, 대한민국"
"한국미인테라피","경기","경기","포천시","화현면","대한민국 경기도 포천시 화현면","37.8971547","127.2817387","OK","화현면, 포천시, 경기도, 11123, 대한민국"
"한국미인테라피","경기","경기","하남시","감북동","대한민국 경기도 하남시 감북동","37.5187770","127.1565830","OK","감북동, 하남시, 경기도, 대한민국"
"한국미인테라피","경기","경기","하남시","감일동","대한민국 경기도 하남시 감일동","37.5000721","127.1682337","OK","감일동, 하남시, 경기도, 대한민국"
"한국미인테라피","경기","경기","하남시","덕풍동","대한민국 경기도 하남시 덕풍동","37.5451587","127.2021787","OK","덕풍동, 덕풍3동, 하남시, 경기도, 12936, 대한민국"
"한국미인테라피","경기","경기","하남시","미사동","대한민국 경기도 하남시 미사동","37.5698900","127.2054400","OK","미사동, 미사리, 미사1동, 하남시, 경기도, 12900, 대한민국"
"한국미인테라피","경기","경기","하남시","신장동","대한민국 경기도 하남시 신장동","37.5426986","127.2133852","OK","신장동, 신장2동, 하남시, 경기도, 12950, 대한민국"
"한국미인테라피","경기","경기","하남시","위례동","대한민국 경기도 하남시 위례동","37.4822575","127.1616045","OK","위례동, 하남시, 경기도, 대한민국"
"한국미인테라피","경기","경기","하남시","천현동","대한민국 경기도 하남시 천현동","37.5131064","127.2458999","OK","천현동, 하남시, 경기도, 대한민국"
"한국미인테라피","경기","경기","하남시","초이동","대한민국 경기도 하남시 초이동","37.5318250","127.1749883","OK","초이동, 하남시, 경기도, 대한민국"
"한국미인테라피","경기","경기","하남시","춘궁동","대한민국 경기도 하남시 춘궁동","37.5064520","127.1977057","OK","춘궁동, 하남시, 경기도, 대한민국"
"한국미인테라피","경기","경기","화성시-동탄구","동탄동","대한민국 경기도 화성시 동탄구 동탄동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","화성시-만세구","남양읍","대한민국 경기도 화성시 만세구 남양읍","37.2098661","126.8219260","OK","남양읍, 만세구, 화성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","화성시-만세구","마도면","대한민국 경기도 화성시 만세구 마도면","37.2055325","126.7696540","OK","마도면 행정복지센터, 389, 마도북로, 만세구, 화성시, 경기도, 18537, 대한민국"
"한국미인테라피","경기","경기","화성시-만세구","새솔동","대한민국 경기도 화성시 만세구 새솔동","37.2814080","126.8189116","OK","새솔동, 만세구, 화성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","화성시-만세구","서신면","대한민국 경기도 화성시 만세구 서신면","37.1665592","126.7087827","OK","서신면 행정복지센터, 1702, 궁평항로, 만세구, 화성시, 경기도, 18555, 대한민국"
"한국미인테라피","경기","경기","화성시-만세구","송산면","대한민국 경기도 화성시 만세구 송산면","37.2178997","126.7391529","OK","송산면 행정복지센터, 12, 매봉산길, 수노을그린팰리스 2차, 만세구, 화성시, 경기도, 18549, 대한민국"
"한국미인테라피","경기","경기","화성시-만세구","양감면","대한민국 경기도 화성시 만세구 양감면","37.0815708","126.9455851","OK","양감면 행정복지센터, 7, 초록로, 만세구, 화성시, 경기도, 18633, 대한민국"
"한국미인테라피","경기","경기","화성시-만세구","우정읍","대한민국 경기도 화성시 만세구 우정읍","37.0898420","126.8154337","OK","우정읍 행정복지센터, 109-14, 쌍봉로, 만세구, 화성시, 경기도, 18563, 대한민국"
"한국미인테라피","경기","경기","화성시-만세구","장안면","대한민국 경기도 화성시 만세구 장안면","37.0797371","126.8313313","OK","장안면 행정복지센터, 1460-7, 포승장안로, 만세구, 화성시, 경기도, 18584, 대한민국"
"한국미인테라피","경기","경기","화성시-만세구","팔탄면","대한민국 경기도 화성시 만세구 팔탄면","37.1362666","126.8789260","OK","팔탄면 체육센터, 서해안고속도로, 만세구, 화성시, 경기도, 18577, 대한민국"
"한국미인테라피","경기","경기","화성시-만세구","향남읍","대한민국 경기도 화성시 만세구 향남읍","37.1324577","126.9203262","OK","향남읍 행정복지센터, 89, 발안로, 만세구, 화성시, 경기도, 18592, 대한민국"
"한국미인테라피","경기","경기","화성시-병점구","반월동","대한민국 경기도 화성시 병점구 반월동","37.2301800","127.0649700","OK","반월동, 병점구, 화성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","화성시-병점구","병점동","대한민국 경기도 화성시 병점구 병점동","37.2072052","127.0419929","OK","병점동, 병점2동, 병점구, 화성시, 경기도, 18410, 대한민국"
"한국미인테라피","경기","경기","화성시-병점구","진안동","대한민국 경기도 화성시 병점구 진안동","37.2154948","127.0378136","OK","진안동, 병점구, 화성시, 경기도, 18392, 대한민국"
"한국미인테라피","경기","경기","화성시-병점구","화산동","대한민국 경기도 화성시 병점구 화산동","37.2061527","127.0148452","OK","화산동 행정복지센터, 16, 화산중앙로, 송산동, 병점구, 화성시, 경기도, 18360, 대한민국"
"한국미인테라피","경기","경기","화성시-효행구","기배동","대한민국 경기도 화성시 효행구 기배동","37.2243819","126.9859687","OK","기배동, 효행구, 화성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","화성시-효행구","매송면","대한민국 경기도 화성시 효행구 매송면","37.2554048","126.9086701","OK","매송면, 효행구, 화성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","화성시-효행구","봉담읍","대한민국 경기도 화성시 효행구 봉담읍","37.1948200","126.9428800","OK","봉담읍, 효행구, 화성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","화성시-효행구","비봉면","대한민국 경기도 화성시 효행구 비봉면","37.2348300","126.8696200","OK","비봉면, 효행구, 화성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","화성시-효행구","정남면","대한민국 경기도 화성시 효행구 정남면","37.1603631","126.9713854","OK","정남면, 효행구, 화성시, 경기도, 대한민국"
"한국미인테라피","서울","서울","강남구","개포동","대한민국 서울특별시 강남구 개포동","37.4891184","127.0660366","OK","개포동, 개포로, 달터마을, 개포2동, 강남구, 서울특별시, 06329, 대한민국"
"한국미인테라피","서울","서울","강남구","논현동","대한민국 서울특별시 강남구 논현동","37.5123018","127.0294935","OK","논현동, 논현1동, 강남구, 서울특별시, 06112, 대한민국"
"한국미인테라피","서울","서울","강남구","대치동","대한민국 서울특별시 강남구 대치동","37.4989205","127.0657857","OK","대치동, 강남구, 서울특별시, 대한민국"
"한국미인테라피","서울","서울","강남구","도곡동","대한민국 서울특별시 강남구 도곡동","37.4878395","127.0438569","OK","도곡동, 도곡1동, 강남구, 서울특별시, 06274, 대한민국"
"한국미인테라피","서울","서울","강남구","삼성동","대한민국 서울특별시 강남구 삼성동","37.5152233","127.0549741","OK","삼성동, 강남구, 서울특별시, 대한민국"
"한국미인테라피","서울","서울","강남구","세곡동","대한민국 서울특별시 강남구 세곡동","37.4708898","127.1033677","OK","세곡동, 강남구, 서울특별시, 대한민국"
"한국미인테라피","서울","서울","강남구","수서동","대한민국 서울특별시 강남구 수서동","37.4844500","127.0983800","OK","수서동, 강남구, 서울특별시, 대한민국"
"한국미인테라피","서울","서울","강남구","신사동","대한민국 서울특별시 강남구 신사동","37.5223206","127.0277019","OK","신사동, 강남구, 서울특별시, 대한민국"
"한국미인테라피","서울","서울","강남구","압구정동","대한민국 서울특별시 강남구 압구정동","37.5300432","127.0313346","OK","압구정동, 강남구, 서울특별시, 대한민국"
"한국미인테라피","서울","서울","강남구","역삼동","대한민국 서울특별시 강남구 역삼동","37.4998800","127.0385600","OK","역삼동, 역삼2동, 강남구, 서울특별시, 06220, 대한민국"
"한국미인테라피","서울","서울","강남구","일원동","대한민국 서울특별시 강남구 일원동","37.4875400","127.0870500","OK","일원동, 일원본동, 강남구, 서울특별시, 06351, 대한민국"
"한국미인테라피","서울","서울","강남구","일원본동","대한민국 서울특별시 강남구 일원본동","37.4827959","127.0861900","OK","일원본동, 강남구, 서울특별시, 대한민국"
"한국미인테라피","서울","서울","강남구","청담동","대한민국 서울특별시 강남구 청담동","37.5257536","127.0523217","OK","청담동, 강남구, 서울특별시, 대한민국"
"한국미인테라피","서울","서울","강동구","강일동","대한민국 서울특별시 강동구 강일동","37.5672300","127.1713000","OK","강일동, 강동구, 서울특별시, 05211, 대한민국"
"한국미인테라피","서울","서울","강동구","고덕동","대한민국 서울특별시 강동구 고덕동","37.5652800","127.1576100","OK","고덕동, 고덕2동, 강동구, 서울특별시, 05203, 대한민국"
"한국미인테라피","서울","서울","강동구","길동","대한민국 서울특별시 강동구 길동","37.5383683","127.1402049","OK","길동, 양재대로, 길동, 강동구, 서울특별시, 05342, 대한민국"
"한국미인테라피","서울","서울","강동구","둔촌동","대한민국 서울특별시 강동구 둔촌동","37.5278024","127.1362433","OK","둔촌동, 양재대로, 성내3동, 강동구, 서울특별시, 05376, 대한민국"
"한국미인테라피","서울","서울","강동구","명일동","대한민국 서울특별시 강동구 명일동","37.5484100","127.1515800","OK","명일동, 명일2동, 강동구, 서울특별시, 05272, 대한민국"
"한국미인테라피","서울","서울","강동구","상일동","대한민국 서울특별시 강동구 상일동","37.5567762","127.1667789","OK","상일동, 고덕로, 고덕동, 상일1동, 강동구, 서울특별시, 05224, 대한민국"
"한국미인테라피","서울","서울","강동구","성내동","대한민국 서울특별시 강동구 성내동","37.5299800","127.1287500","OK","성내동, 성내1동, 강동구, 서울특별시, 05394, 대한민국"
