"검색문구","상태","위도","경도","검색결과주소","OSM종류","OSM_ID","오류"
"대한민국 경기도 평택시 서탄면","OK","37.1088408","127.0277445","서탄면, 평택시, 경기도, 17704, 대한민국","node","4685395175",""
"대한민국 경기도 평택시 세교동","OK","37.0061508","127.0834733","세교동, 평택시, 경기도, 17835, 대한민국","node","415156338",""
"대한민국 경기도 평택시 송북동","OK","37.0816418","127.0602516","송북동 행정복지센터, 113, 지산2로, 독곡동, 송탄, 신리, 평택시, 경기도, 17756, 대한민국","node","368902058",""
"대한민국 경기도 평택시 송탄동","OK","37.0444047","127.0948511","송탄동 행정복지센터, 117, 방여울로, 가재동, 평택시, 경기도, 17742, 대한민국","node","368902042",""
"대한민국 경기도 평택시 신장동","OK","37.0816300","127.0495700","신장동, 송탄, 당현리, 평택시, 경기도, 17758, 대한민국","node","415156320",""
"대한민국 경기도 평택시 신평동","NOT_FOUND","","","","","",""
"대한민국 경기도 평택시 안중읍","OK","36.9871501","126.9271689","안중읍, 평택시, 경기도, 17936, 대한민국","node","415157856",""
"대한민국 경기도 평택시 오성면","OK","37.0102258","126.9842484","오성면, 평택시, 경기도, 17819, 대한민국","node","4685395169",""
"대한민국 경기도 평택시 용이동","OK","37.0000400","127.1421400","용이동, 평택시, 경기도, 17867, 대한민국","node","415158086",""
"대한민국 경기도 평택시 원평동","OK","36.9892586","127.0804766","원평동 행정복지센터, 9, 원평2로, 통복동, 신궁리, 평택시, 경기도, 17921, 대한민국","way","827781344",""
"대한민국 경기도 평택시 중앙동","OK","37.0553622","127.0560079","중앙동 행정복지센터, 16, 서정역로, 장당동, 송탄, 고덕동, 평택시, 경기도, 17783, 대한민국","node","7819627771",""
"대한민국 경기도 평택시 지산동","OK","37.0787341","127.0672852","지산동, 송탄, 진위면, 평택시, 경기도, 17727, 대한민국","node","4685017607",""
"대한민국 경기도 평택시 진위면","OK","37.1088700","127.0840700","진위면, 평택시, 경기도, 17712, 대한민국","node","415156419",""
"대한민국 경기도 평택시 청북읍","OK","37.0392736","126.9330358","청북읍, 평택시, 경기도, 17812, 대한민국","node","415156240",""
"대한민국 경기도 평택시 통복동","OK","36.9896300","127.0777500","통복동, 신궁리, 평택시, 경기도, 17921, 대한민국","node","415158073",""
"대한민국 경기도 평택시 팽성읍","OK","36.9612668","127.0439500","팽성읍, 평택시, 경기도, 17982, 대한민국","node","415158065",""
"대한민국 경기도 평택시 포승읍","OK","36.9808400","126.8653400","포승읍, 평택시, 경기도, 17965, 대한민국","node","415157908",""
"대한민국 경기도 평택시 현덕면","OK","36.9483725","126.9237016","현덕면, 평택시, 경기도, 17946, 대한민국","node","415157917",""
"대한민국 경기도 포천시 가산면","OK","37.8359533","127.1919212","가산면, 포천시, 경기도, 11164, 대한민국","node","415152961",""
"대한민국 경기도 포천시 관인면","OK","38.1370600","127.2397700","관인면, 포천시, 경기도, 11101, 대한민국","node","415152237",""
"대한민국 경기도 포천시 군내면","OK","37.8772300","127.2219800","군내면, 포천시, 경기도, 11155, 대한민국","node","415152957",""
"대한민국 경기도 포천시 내촌면","OK","37.7981539","127.2341011","내촌면, 포천시, 경기도, 11189, 대한민국","node","415152949",""
"대한민국 경기도 포천시 선단동","OK","37.8642666","127.1466017","선단동, 포천시, 경기도, 대한민국","relation","18347526",""
"대한민국 경기도 포천시 소흘읍","OK","37.8039536","127.1496410","소흘읍, 포천시, 경기도, 11182, 대한민국","node","415152890",""
"대한민국 경기도 포천시 신북면","OK","37.9456000","127.1783800","신북면, 포천시, 경기도, 대한민국","relation","14271209",""
"대한민국 경기도 포천시 영북면","OK","38.0769600","127.2746200","영북면, 포천시, 경기도, 11107, 대한민국","node","415152099",""
"대한민국 경기도 포천시 영중면","OK","38.0061106","127.2444728","영중면, 포천시, 경기도, 11129, 대한민국","node","415152243",""
"대한민국 경기도 포천시 이동면","OK","38.0387563","127.3658983","이동면, 포천시, 경기도, 11113, 대한민국","node","415152102",""
"대한민국 경기도 포천시 일동면","OK","37.9599732","127.3215602","일동면, 포천시, 경기도, 11116, 대한민국","node","415152729",""
"대한민국 경기도 포천시 창수면","OK","38.0202500","127.1755700","창수면, 포천시, 경기도, 11134, 대한민국","node","415152246",""
"대한민국 경기도 포천시 포천동","OK","37.8915944","127.1801797","포천동, 포천시, 경기도, 대한민국","relation","18347993",""
"대한민국 경기도 포천시 화현면","OK","37.8971547","127.2817387","화현면, 포천시, 경기도, 11123, 대한민국","node","415152720",""
"대한민국 경기도 하남시 감북동","OK","37.5187770","127.1565830","감북동, 하남시, 경기도, 대한민국","relation","13316466",""
"대한민국 경기도 하남시 감일동","OK","37.5000721","127.1682337","감일동, 하남시, 경기도, 대한민국","relation","13316465",""
"대한민국 경기도 하남시 덕풍동","OK","37.5451587","127.2021787","덕풍동, 덕풍3동, 하남시, 경기도, 12936, 대한민국","node","415154182",""
"대한민국 경기도 하남시 미사동","OK","37.5698900","127.2054400","미사동, 미사리, 미사1동, 하남시, 경기도, 12900, 대한민국","node","415154193",""
"대한민국 경기도 하남시 신장동","OK","37.5426986","127.2133852","신장동, 신장2동, 하남시, 경기도, 12950, 대한민국","node","415154183",""
"대한민국 경기도 하남시 위례동","OK","37.4822575","127.1616045","위례동, 하남시, 경기도, 대한민국","relation","13316464",""
"대한민국 경기도 하남시 천현동","OK","37.5131064","127.2458999","천현동, 하남시, 경기도, 대한민국","relation","13316269",""
"대한민국 경기도 하남시 초이동","OK","37.5318250","127.1749883","초이동, 하남시, 경기도, 대한민국","relation","13316270",""
"대한민국 경기도 하남시 춘궁동","OK","37.5064520","127.1977057","춘궁동, 하남시, 경기도, 대한민국","relation","13305815",""
"대한민국 경기도 화성시 동탄구 동탄동","NOT_FOUND","","","","","",""
"대한민국 경기도 화성시 만세구 남양읍","OK","37.2098661","126.8219260","남양읍, 만세구, 화성시, 경기도, 대한민국","relation","20619572",""
"대한민국 경기도 화성시 만세구 마도면","OK","37.2055325","126.7696540","마도면 행정복지센터, 389, 마도북로, 만세구, 화성시, 경기도, 18537, 대한민국","node","4633874406",""
"대한민국 경기도 화성시 만세구 새솔동","OK","37.2814080","126.8189116","새솔동, 만세구, 화성시, 경기도, 대한민국","relation","20619539",""
"대한민국 경기도 화성시 만세구 서신면","OK","37.1665592","126.7087827","서신면 행정복지센터, 1702, 궁평항로, 만세구, 화성시, 경기도, 18555, 대한민국","node","4639341823",""
"대한민국 경기도 화성시 만세구 송산면","OK","37.2178997","126.7391529","송산면 행정복지센터, 12, 매봉산길, 수노을그린팰리스 2차, 만세구, 화성시, 경기도, 18549, 대한민국","way","472035844",""
"대한민국 경기도 화성시 만세구 양감면","OK","37.0815708","126.9455851","양감면 행정복지센터, 7, 초록로, 만세구, 화성시, 경기도, 18633, 대한민국","node","414873701",""
"대한민국 경기도 화성시 만세구 우정읍","OK","37.0898420","126.8154337","우정읍 행정복지센터, 109-14, 쌍봉로, 만세구, 화성시, 경기도, 18563, 대한민국","node","414885599",""
"대한민국 경기도 화성시 만세구 장안면","OK","37.0797371","126.8313313","장안면 행정복지센터, 1460-7, 포승장안로, 만세구, 화성시, 경기도, 18584, 대한민국","way","468942869",""
"대한민국 경기도 화성시 만세구 팔탄면","OK","37.1362666","126.8789260","팔탄면 체육센터, 서해안고속도로, 만세구, 화성시, 경기도, 18577, 대한민국","way","1122662793",""
"대한민국 경기도 화성시 만세구 향남읍","OK","37.1324577","126.9203262","향남읍 행정복지센터, 89, 발안로, 만세구, 화성시, 경기도, 18592, 대한민국","way","469217759",""
"대한민국 경기도 화성시 병점구 반월동","OK","37.2301800","127.0649700","반월동, 병점구, 화성시, 경기도, 대한민국","relation","14361744",""
"대한민국 경기도 화성시 병점구 병점동","OK","37.2072052","127.0419929","병점동, 병점2동, 병점구, 화성시, 경기도, 18410, 대한민국","node","415156422",""
"대한민국 경기도 화성시 병점구 진안동","OK","37.2154948","127.0378136","진안동, 병점구, 화성시, 경기도, 18392, 대한민국","node","3880267935",""
"대한민국 경기도 화성시 병점구 화산동","OK","37.2061527","127.0148452","화산동 행정복지센터, 16, 화산중앙로, 송산동, 병점구, 화성시, 경기도, 18360, 대한민국","node","7819627776",""
"대한민국 경기도 화성시 효행구 기배동","OK","37.2243819","126.9859687","기배동, 효행구, 화성시, 경기도, 대한민국","relation","20506580",""
"대한민국 경기도 화성시 효행구 매송면","OK","37.2554048","126.9086701","매송면, 효행구, 화성시, 경기도, 대한민국","relation","20618763",""
"대한민국 경기도 화성시 효행구 봉담읍","OK","37.1948200","126.9428800","봉담읍, 효행구, 화성시, 경기도, 대한민국","relation","20618744",""
"대한민국 경기도 화성시 효행구 비봉면","OK","37.2348300","126.8696200","비봉면, 효행구, 화성시, 경기도, 대한민국","relation","20618762",""
"대한민국 경기도 화성시 효행구 정남면","OK","37.1603631","126.9713854","정남면, 효행구, 화성시, 경기도, 대한민국","relation","20506599",""
"대한민국 서울특별시 강남구 개포동","OK","37.4891184","127.0660366","개포동, 개포로, 달터마을, 개포2동, 강남구, 서울특별시, 06329, 대한민국","node","6312484730",""
"대한민국 서울특별시 강남구 논현동","OK","37.5123018","127.0294935","논현동, 논현1동, 강남구, 서울특별시, 06112, 대한민국","node","415153961",""
"대한민국 서울특별시 강남구 대치동","OK","37.4989205","127.0657857","대치동, 강남구, 서울특별시, 대한민국","relation","3880708",""
"대한민국 서울특별시 강남구 도곡동","OK","37.4878395","127.0438569","도곡동, 도곡1동, 강남구, 서울특별시, 06274, 대한민국","node","415155291",""
"대한민국 서울특별시 강남구 삼성동","OK","37.5152233","127.0549741","삼성동, 강남구, 서울특별시, 대한민국","relation","3880726",""
"대한민국 서울특별시 강남구 세곡동","OK","37.4708898","127.1033677","세곡동, 강남구, 서울특별시, 대한민국","relation","3880739",""
"대한민국 서울특별시 강남구 수서동","OK","37.4844500","127.0983800","수서동, 강남구, 서울특별시, 대한민국","relation","3880740",""
"대한민국 서울특별시 강남구 신사동","OK","37.5223206","127.0277019","신사동, 강남구, 서울특별시, 대한민국","relation","5598056",""
"대한민국 서울특별시 강남구 압구정동","OK","37.5300432","127.0313346","압구정동, 강남구, 서울특별시, 대한민국","relation","5598057",""
"대한민국 서울특별시 강남구 역삼동","OK","37.4998800","127.0385600","역삼동, 역삼2동, 강남구, 서울특별시, 06220, 대한민국","node","415155292",""
"대한민국 서울특별시 강남구 일원동","OK","37.4875400","127.0870500","일원동, 일원본동, 강남구, 서울특별시, 06351, 대한민국","node","415155297",""
"대한민국 서울특별시 강남구 일원본동","OK","37.4827959","127.0861900","일원본동, 강남구, 서울특별시, 대한민국","relation","3880734",""
"대한민국 서울특별시 강남구 청담동","OK","37.5257536","127.0523217","청담동, 강남구, 서울특별시, 대한민국","relation","3880711",""
"대한민국 서울특별시 강동구 강일동","OK","37.5672300","127.1713000","강일동, 강동구, 서울특별시, 05211, 대한민국","node","415154073",""
"대한민국 서울특별시 강동구 고덕동","OK","37.5652800","127.1576100","고덕동, 고덕2동, 강동구, 서울특별시, 05203, 대한민국","node","415154072",""
"대한민국 서울특별시 강동구 길동","OK","37.5383683","127.1402049","길동, 양재대로, 길동, 강동구, 서울특별시, 05342, 대한민국","node","6039313602",""
"대한민국 서울특별시 강동구 둔촌동","OK","37.5278024","127.1362433","둔촌동, 양재대로, 성내3동, 강동구, 서울특별시, 05376, 대한민국","node","6039313056",""
"대한민국 서울특별시 강동구 명일동","OK","37.5484100","127.1515800","명일동, 명일2동, 강동구, 서울특별시, 05272, 대한민국","node","415154071",""
"대한민국 서울특별시 강동구 상일동","OK","37.5567762","127.1667789","상일동, 고덕로, 고덕동, 상일1동, 강동구, 서울특별시, 05224, 대한민국","node","6039313589",""
"대한민국 서울특별시 강동구 성내동","OK","37.5299800","127.1287500","성내동, 성내1동, 강동구, 서울특별시, 05394, 대한민국","node","415154058",""
"대한민국 서울특별시 강동구 암사동","OK","37.5582352","127.1308542","암사동, 암사3동, 강동구, 서울특별시, 05239, 대한민국","node","415154070",""
"대한민국 서울특별시 강동구 천호동","OK","37.5429400","127.1273300","천호동, 천호2동, 강동구, 서울특별시, 05324, 대한민국","node","415154057",""
"대한민국 서울특별시 강북구 미아동","OK","37.6220808","127.0209076","미아동, 강북구, 서울특별시, 대한민국","relation","3883103",""
"대한민국 서울특별시 강북구 번동","OK","37.6292271","127.0374758","번동, 강북구, 서울특별시, 대한민국","relation","3883104",""
"대한민국 서울특별시 강북구 삼각산동","OK","37.6161991","127.0171852","삼각산동, 강북구, 서울특별시, 대한민국","relation","3883111",""
"대한민국 서울특별시 강북구 삼양동","OK","37.6245054","127.0134256","삼양동, 강북구, 서울특별시, 대한민국","relation","3883112",""
"대한민국 서울특별시 강북구 송중동","OK","37.6173962","127.0341128","송중동, 강북구, 서울특별시, 대한민국","relation","3883113",""
"대한민국 서울특별시 강북구 송천동","OK","37.6183872","127.0252978","송천동, 강북구, 서울특별시, 대한민국","relation","3883114",""
"대한민국 서울특별시 강북구 수유동","OK","37.6365970","127.0043825","수유동, 강북구, 서울특별시, 대한민국","relation","3883105",""
"대한민국 서울특별시 강북구 우이동","OK","37.6575291","127.0089505","우이동, 강북구, 서울특별시, 대한민국","relation","3883106",""
"대한민국 서울특별시 강북구 인수동","OK","37.6370627","127.0012170","인수동, 강북구, 서울특별시, 대한민국","relation","3883117",""
"대한민국 서울특별시 강서구 가양동","OK","37.5678839","126.8498488","가양동, 강서구, 서울특별시, 대한민국","relation","3881438",""
"대한민국 서울특별시 강서구 공항동","OK","37.5559097","126.7932758","공항동, 강서구, 서울특별시, 대한민국","relation","3880524",""
"대한민국 서울특별시 강서구 등촌동","OK","37.5520560","126.8615649","등촌동, 강서구, 서울특별시, 대한민국","relation","3881451",""
"대한민국 서울특별시 강서구 발산동","NOT_FOUND","","","","","",""
"대한민국 서울특별시 강서구 방화동","OK","37.5768200","126.8142200","방화동, 방화3동, 강서구, 서울특별시, 07511, 대한민국","node","415153596",""
"대한민국 서울특별시 강서구 염창동","OK","37.5553472","126.8725283","염창동, 강서구, 서울특별시, 대한민국","relation","3880538",""
"대한민국 서울특별시 강서구 우장산동","OK","37.5502949","126.8412122","우장산동, 강서구, 서울특별시, 대한민국","relation","3880550",""
"대한민국 서울특별시 강서구 화곡동","OK","37.5421340","126.8441752","화곡동, 강서구, 서울특별시, 대한민국","relation","3881439",""
"대한민국 서울특별시 강서구 화곡본동","OK","37.5430162","126.8488954","화곡본동, 강서구, 서울특별시, 대한민국","relation","3880557",""
"대한민국 서울특별시 관악구 낙성대동","OK","37.4682402","126.9590265","낙성대동, 관악구, 서울특별시, 대한민국","relation","3878896",""
"대한민국 서울특별시 관악구 난곡동","OK","37.4707433","126.9202974","난곡동, 관악구, 서울특별시, 대한민국","relation","3878789",""
"대한민국 서울특별시 관악구 난향동","OK","37.4617772","126.9186527","난향동, 관악구, 서울특별시, 대한민국","relation","3878843",""
"대한민국 서울특별시 관악구 남현동","OK","37.4620535","126.9793641","남현동, 관악구, 서울특별시, 대한민국","relation","9645444",""
"대한민국 서울특별시 관악구 대학동","OK","37.4533083","126.9525963","대학동, 관악구, 서울특별시, 대한민국","relation","3878844",""
"대한민국 서울특별시 관악구 미성동","OK","37.4742580","126.9151197","미성동, 관악구, 서울특별시, 대한민국","relation","3878790",""
"대한민국 서울특별시 관악구 보라매동","OK","37.4909111","126.9318486","보라매동, 관악구, 서울특별시, 대한민국","relation","3878901",""
"대한민국 서울특별시 관악구 삼성동","OK","37.4633268","126.9292176","삼성동, 관악구, 서울특별시, 대한민국","relation","3878845",""
"대한민국 서울특별시 관악구 서림동","OK","37.4726426","126.9403939","서림동, 관악구, 서울특별시, 대한민국","relation","3878846",""
"대한민국 서울특별시 관악구 서원동","OK","37.4798326","126.9337832","서원동, 관악구, 서울특별시, 대한민국","relation","2424062",""
"대한민국 서울특별시 관악구 성현동","OK","37.4898358","126.9515644","성현동, 관악구, 서울특별시, 대한민국","relation","3878883",""
"대한민국 서울특별시 관악구 신림동","OK","37.4868970","126.9281770","신림동, 관악구, 서울특별시, 대한민국","relation","3878791",""
"대한민국 서울특별시 관악구 신사동","OK","37.4857442","126.9186975","신사동, 관악구, 서울특별시, 대한민국","relation","3775530",""
"대한민국 서울특별시 관악구 신원동","OK","37.4793846","126.9269359","신원동, 관악구, 서울특별시, 대한민국","relation","3878792",""
"대한민국 서울특별시 관악구 은천동","OK","37.4873111","126.9430350","은천동, 관악구, 서울특별시, 대한민국","relation","2424060",""
"대한민국 서울특별시 관악구 인헌동","OK","37.4694855","126.9670581","인헌동, 관악구, 서울특별시, 대한민국","relation","3878898",""
"대한민국 서울특별시 관악구 조원동","OK","37.4831117","126.9079604","조원동, 관악구, 서울특별시, 대한민국","relation","3775531",""
"대한민국 서울특별시 관악구 중앙동","OK","37.4840096","126.9507216","중앙동, 관악구, 서울특별시, 대한민국","relation","3878890",""
"대한민국 서울특별시 관악구 청룡동","OK","37.4774977","126.9460227","청룡동, 관악구, 서울특별시, 대한민국","relation","2424059",""
"대한민국 서울특별시 관악구 청림동","OK","37.4894120","126.9591931","청림동, 관악구, 서울특별시, 대한민국","relation","3878891",""
"대한민국 서울특별시 관악구 행운동","OK","37.4807633","126.9590554","행운동, 관악구, 서울특별시, 대한민국","relation","3878892",""
"대한민국 서울특별시 광진구 광장동","OK","37.5476923","127.1047902","광장동, 광진구, 서울특별시, 대한민국","relation","9623786",""
"대한민국 서울특별시 광진구 구의동","OK","37.5444896","127.0874678","구의동, 광진구, 서울특별시, 대한민국","relation","3881560",""
"대한민국 서울특별시 광진구 군자동","OK","37.5531697","127.0737738","군자동, 광진구, 서울특별시, 대한민국","relation","9623788",""
"대한민국 서울특별시 광진구 능동","OK","37.5544400","127.0815600","능동, 광진구, 서울특별시, 대한민국","relation","3881562",""
"대한민국 서울특별시 광진구 자양동","OK","37.5316905","127.0749477","자양동, 광진구, 서울특별시, 대한민국","relation","3881563",""
"대한민국 서울특별시 광진구 중곡동","OK","37.5634435","127.0880808","중곡동, 광진구, 서울특별시, 대한민국","relation","3881564",""
"대한민국 서울특별시 광진구 화양동","OK","37.5435296","127.0721435","화양동, 광진구, 서울특별시, 대한민국","relation","9623787",""
"대한민국 서울특별시 구로구 가리봉동","OK","37.4838745","126.8889756","가리봉동, 구로구, 서울특별시, 대한민국","relation","3880463",""
"대한민국 서울특별시 구로구 개봉동","OK","37.4946193","126.8562104","개봉동, 구로구, 서울특별시, 대한민국","relation","3881382",""
"대한민국 서울특별시 구로구 고척동","OK","37.5023851","126.8628501","고척동, 구로구, 서울특별시, 대한민국","relation","3881411",""
"대한민국 서울특별시 구로구 구로동","OK","37.4945849","126.8845477","구로동, 구로2동, 구로구, 서울특별시, 08285, 대한민국","node","1992113838",""
"대한민국 서울특별시 구로구 수궁동","OK","37.4995850","126.8271431","수궁동, 구로구, 서울특별시, 대한민국","relation","3880479",""
"대한민국 서울특별시 구로구 신도림동","OK","37.5105701","126.8831597","신도림동, 구로구, 서울특별시, 대한민국","relation","9641503",""
"대한민국 서울특별시 구로구 오류동","OK","37.4943466","126.8445367","오류동, 13, 경인로20길, 오류1동, 구로구, 서울특별시, 08272, 대한민국","node","355172808",""
"대한민국 서울특별시 구로구 항동","OK","37.4813204","126.8244434","항동, 오류2동, 구로구, 서울특별시, 08361, 대한민국","node","1992113841",""
"대한민국 서울특별시 금천구 가산동","OK","37.4753253","126.8863954","가산동, 금천구, 서울특별시, 대한민국","relation","3879573",""
"대한민국 서울특별시 금천구 독산동","OK","37.4683990","126.8979571","독산동, 독산4동, 금천구, 서울특별시, 08579, 대한민국","node","1992113830",""
"대한민국 서울특별시 금천구 시흥동","OK","37.4507049","126.9085555","시흥동, 시흥5동, 금천구, 서울특별시, 08574, 대한민국","node","1992113862",""
"대한민국 서울특별시 노원구 3동","OK","37.6440741","127.0661279","중계2·3동, 노원구, 서울특별시, 대한민국","relation","3882991",""
"대한민국 서울특별시 노원구 4동","OK","37.6760502","127.0834473","상계3·4동, 노원구, 서울특별시, 대한민국","relation","9626656",""
"대한민국 서울특별시 노원구 7동","OK","37.6465470","127.0594817","상계6·7동, 노원구, 서울특별시, 대한민국","relation","3882984",""
"대한민국 서울특별시 노원구 공릉동","OK","37.6302152","127.0872902","공릉동, 노원구, 서울특별시, 대한민국","relation","3882972",""
"대한민국 서울특별시 노원구 상계동","OK","37.6672700","127.0724200","상계동, 상계5동, 노원구, 서울특별시, 01657, 대한민국","node","415154101",""
"대한민국 서울특별시 노원구 월계동","OK","37.6298479","127.0541062","월계동, 노원구, 서울특별시, 대한민국","relation","3882974",""
"대한민국 서울특별시 노원구 중계동","OK","37.6509815","127.0810259","중계동, 노원구, 서울특별시, 대한민국","relation","3882975",""
"대한민국 서울특별시 노원구 중계본동","OK","37.6481008","127.0844256","중계본동, 노원구, 서울특별시, 대한민국","relation","3882993",""
"대한민국 서울특별시 노원구 하계동","OK","37.6382503","127.0738302","하계동, 노원구, 서울특별시, 대한민국","relation","3882976",""
"대한민국 서울특별시 도봉구 도봉동","OK","37.6852654","127.0303548","도봉동, 도봉구, 서울특별시, 대한민국","relation","3883054",""
"대한민국 서울특별시 도봉구 방학동","OK","37.6643214","127.0333780","방학동, 도봉구, 서울특별시, 대한민국","relation","3883055",""
"대한민국 서울특별시 도봉구 쌍문동","OK","37.6529346","127.0249366","쌍문동, 도봉구, 서울특별시, 대한민국","relation","3883056",""
"대한민국 서울특별시 도봉구 창동","OK","37.6531817","127.0476987","창동, 77, 마들로11길, 창4동, 도봉구, 서울특별시, 01413, 대한민국","node","8111056262",""
"대한민국 서울특별시 동대문구 답십리동","OK","37.5700200","127.0546700","답십리동, 답십리1동, 동대문구, 서울특별시, 02601, 대한민국","node","415154038",""
"대한민국 서울특별시 동대문구 신설동","OK","37.5760544","127.0246657","신설동, 지하1, 왕산로, 신설동, 용신동, 동대문구, 서울특별시, 02582, 대한민국","node","2028051082",""
"대한민국 서울특별시 동대문구 용두동","OK","37.5761600","127.0347600","용두동, 용신동, 동대문구, 서울특별시, 02585, 대한민국","node","415154016",""
"대한민국 서울특별시 동대문구 이문동","OK","37.6002100","127.0612400","이문동, 이문2동, 동대문구, 서울특별시, 02404, 대한민국","node","415154107",""
"대한민국 서울특별시 동대문구 장안동","OK","37.5710500","127.0680600","장안동, 장안1동, 동대문구, 서울특별시, 02624, 대한민국","node","415154040",""
"대한민국 서울특별시 동대문구 전농동","OK","37.5806000","127.0554300","전농동, 전농1동, 동대문구, 서울특별시, 02544, 대한민국","node","415154037",""
"대한민국 서울특별시 동대문구 제기동","OK","37.5783784","127.0344672","제기동, 지하93, 왕산로, 제기동, 용신동, 동대문구, 서울특별시, 02568, 대한민국","node","355172758",""
"대한민국 서울특별시 동대문구 청량리동","OK","37.5882073","127.0462518","청량리동, 동대문구, 서울특별시, 대한민국","relation","3882165",""
"대한민국 서울특별시 동대문구 회기동","OK","37.5943300","127.0517800","회기동, 동대문구, 서울특별시, 대한민국","relation","3882166",""
"대한민국 서울특별시 동대문구 휘경동","OK","37.5877300","127.0652600","휘경동, 휘경2동, 동대문구, 서울특별시, 02500, 대한민국","node","415154039",""
"대한민국 서울특별시 동작구 노량진동","OK","37.5126131","126.9421240","노량진동, 동작구, 서울특별시, 대한민국","relation","3881345",""
"대한민국 서울특별시 동작구 대방동","OK","37.5067997","126.9291349","대방동, 동작구, 서울특별시, 대한민국","relation","3879506",""
"대한민국 서울특별시 동작구 사당동","OK","37.4850800","126.9704949","사당동, 동작구, 서울특별시, 대한민국","relation","3881346",""
"대한민국 서울특별시 동작구 상도동","OK","37.4988159","126.9441045","상도동, 상도4동, 동작구, 서울특별시, 07036, 대한민국","node","1992113857",""
"대한민국 서울특별시 동작구 신대방동","OK","37.4914562","126.9166688","신대방동, 동작구, 서울특별시, 대한민국","relation","3881348",""
"대한민국 서울특별시 동작구 흑석동","OK","37.5058344","126.9632085","흑석동, 동작구, 서울특별시, 대한민국","relation","9645441",""
"대한민국 서울특별시 마포구 공덕동","OK","37.5499270","126.9592897","공덕동, 마포구, 서울특별시, 대한민국","relation","3884273",""
"대한민국 서울특별시 마포구 대흥동","OK","37.5510043","126.9419496","대흥동, 마포구, 서울특별시, 대한민국","relation","3884274",""
"대한민국 서울특별시 마포구 도화동","OK","37.5386394","126.9492428","도화동, 마포구, 서울특별시, 대한민국","relation","3884275",""
"대한민국 서울특별시 마포구 망원동","OK","37.5560241","126.9009751","망원동, 마포구, 서울특별시, 대한민국","relation","3884276",""
"대한민국 서울특별시 마포구 상암동","OK","37.5715723","126.8728063","상암동, 마포구, 서울특별시, 대한민국","relation","3884277",""
"대한민국 서울특별시 마포구 서강동","OK","37.5468923","126.9260216","서강동, 마포구, 서울특별시, 대한민국","relation","3884278",""
"대한민국 서울특별시 마포구 서교동","OK","37.5550711","126.9238244","서교동, 마포구, 서울특별시, 대한민국","relation","3884279",""
"대한민국 서울특별시 마포구 성산동","OK","37.5677500","126.9026300","성산동, 성산2동, 마포구, 서울특별시, 03937, 대한민국","node","415153649",""
"대한민국 서울특별시 마포구 신수동","OK","37.5462035","126.9359375","신수동, 마포구, 서울특별시, 대한민국","relation","3884281",""
"대한민국 서울특별시 마포구 아현동","OK","37.5505624","126.9525116","아현동, 마포구, 서울특별시, 대한민국","relation","3884282",""
"대한민국 서울특별시 마포구 연남동","OK","37.5626596","126.9226107","연남동, 마포구, 서울특별시, 대한민국","relation","3884283",""
"대한민국 서울특별시 마포구 염리동","OK","37.5501812","126.9479037","염리동, 마포구, 서울특별시, 대한민국","relation","3884285",""
"대한민국 서울특별시 마포구 용강동","OK","37.5415852","126.9426315","용강동, 마포구, 서울특별시, 대한민국","relation","3884286",""
"대한민국 서울특별시 마포구 합정동","OK","37.5477846","126.9095636","합정동, 마포구, 서울특별시, 대한민국","relation","3884287",""
"대한민국 서울특별시 서대문구 남가좌동","OK","37.5766371","126.9210650","남가좌동, 서대문구, 서울특별시, 대한민국","relation","3887528",""
"대한민국 서울특별시 서대문구 북가좌동","OK","37.5789959","126.9103438","북가좌동, 서대문구, 서울특별시, 대한민국","relation","3887529",""
"대한민국 서울특별시 서대문구 북아현동","OK","37.5635510","126.9543303","북아현동, 서대문구, 서울특별시, 대한민국","relation","8554900",""
"대한민국 서울특별시 서대문구 신촌동","OK","37.5662284","126.9428990","신촌동, 서대문구, 서울특별시, 대한민국","relation","3887531",""
"대한민국 서울특별시 서대문구 연희동","OK","37.5723400","126.9308400","연희동, 서대문구, 서울특별시, 대한민국","relation","3887532",""
"대한민국 서울특별시 서대문구 천연동","OK","37.5682303","126.9605136","천연동, 서대문구, 서울특별시, 대한민국","relation","8855694",""
"대한민국 서울특별시 서대문구 충현동","OK","37.5647114","126.9585282","충현동, 서대문구, 서울특별시, 대한민국","relation","3887534",""
"대한민국 서울특별시 서대문구 홍은동","OK","37.5933933","126.9375964","홍은동, 서대문구, 서울특별시, 대한민국","relation","3887535",""
"대한민국 서울특별시 서대문구 홍제동","OK","37.5871000","126.9467600","홍제동, 홍제2동, 서대문구, 서울특별시, 03630, 대한민국","node","415153750",""
"대한민국 서울특별시 서초구 내곡동","OK","37.4534615","127.0664442","내곡동, 안골, 서초구, 서울특별시, 대한민국","relation","3880646",""
"대한민국 서울특별시 서초구 반포동","OK","37.5040052","127.0017984","반포동, 서초구, 서울특별시, 대한민국","relation","3880689",""
"대한민국 서울특별시 서초구 반포본동","OK","37.5050467","126.9862564","반포본동, 서초구, 서울특별시, 대한민국","relation","3880667",""
"대한민국 서울특별시 서초구 방배동","OK","37.4787937","126.9929225","방배동, 서초구, 서울특별시, 대한민국","relation","3880696",""
"대한민국 서울특별시 서초구 방배본동","OK","37.4900190","126.9912367","방배본동, 서초구, 서울특별시, 대한민국","relation","3880672",""
